fullId,category,wnsynset,wnlemmas,up,front,unit,aligned.dims,isContainerLike,surfaceVolume,solidVolume,supportSurfaceArea,weight,staticFrictionForce,name,tags
wss.f4ba63f693a702dd368832b3904801f0,ChessBoard,n12131755,"chess,cheat,Bromus secalinus",,,,"41.89298\,10.875594\,41.892994",,,,,,,classic chess set,
wss.f4c11a62cad757fbd74ce477fd0ebbec,"Stool,Barstool",,,,,0.028049033381211296,"46.280903\,99.574066\,64.51277",false,0.009323,0.016301,0.171443,10.621453294812898,70.06252538381679,modern barstool,"barstool,equino,zuo modern"
wss.f4c97938d45e1bec1933ffef19678834,,n3134404,"credenza,credence","0\,0\,1","0\,-1\,0",,"86.360016\,76.835\,45.720245",false,0.020235,0.198229,0.05426,,,credenza,"bookshelf,credenza,shelf"
wss.f4ce7bde6de46cb9d2a1b3f44bb78798,,n3996832,pot,,,,"35.845036\,70.00004\,35.845062",,,,,,,tapered pot,"garden,planter,pot,tapered"
wss.f4d0e1be9884f45cd2fc64a9331b7788,"AccentTable,RoundTable",n4386330,table,,,0.03105888857757019,"96.74409\,91.62372\,96.744095",,,,,,,hemnes side table,"beside table,end table,hemnes,ikea,night stand,side table"
wss.f4d3a7f971420d2ce56a6376dd2adb4,"Bed,LoftBed",n2821967,bed,"0\,0\,1","0\,1\,0",0.022022414144167637,"201.7476\,202.72763\,149.82765",false,0.147796,0.542521,0.001003,89.62501019577601,799.4243954008141,loft bed,"bed,ikea,loft,tromso"
wss.f4da1907ed935101ad5d0d05865f4466,"Lamp,FloorLamp",n3371905,floor lamp,,,0.02420683930425465,"30.327538\,170.67203\,30.327538",true,0.005163,0.007214,0.060982,11.09874081807258,109.91635683309737,generic tower lamp,"floor lamp,lighting fixture,tower lamp"
wss.f4db9c55f72edb36ad0d9196eb691e00,"Lamp,CeilingLamp",n3641940,lamp,,,0.005630597106939784,"50.508255\,73.99762\,57.63591",true,0.001889,0.003482,0.005782,4.87362,32.47780368,lustre,"bougie,bougies,candle,candles,ceiling light,chandelier,chandelier lighting,lamp,lampadaire,lampe,lustre,plafond"
wss.f4dfe6c28f12f1bb2ea52749b9dfd51f,_StanfordSceneDBModels,n2390374,"post horse,post-horse,poster",,,0.004425144373362025,"0.0\,107.81701\,121.294014",,,,,,,sith lords postersvillians,"count dooku,darth bane,darth maul,darth nihilus,darth revan,darth sidious,darth sion,darth vader,general grievous,starkiller"
wss.f4e936d1956663fb1b670356c8345e48,ArcadeMachine,n2736383,arcade,,,8.521935201224801E-4,"126.61261\,131.36388\,154.09253",,,,,,,dual arcade,"arcade,cents,dollars,double,driving,dual,duel,game,play,simulation,two"
wss.f4e9f25443ff6f963b59eeb47ee49193,FileCabinet,n4536976,vertical file,,,0.011292682877140836,"90.34146\,43.47683\,42.097992",,,,,,,horizontal filing cabinet,"ali bhai,cabinet,file,filing,horizontal,lateral,lfc,steel,vertical"
wss.f4eac4f5cd390305d73c120d89ced933,Sword,n4380981,"sword,blade,brand,steel",,,6.260018135104958E-4,"71.82764\,6.4635496\,7.2015915",,,,,,,sword,"elle,samurai,sword"
wss.f4ec6a6ad2b25b2dac3fc0eb04bf7058,,,,,,,"569.0743\,20.32\,234.75415",,,,,,,the legend of zelda logo,"legend,logo,of,the,zelda"
wss.f4f41e8e071dd044f8d95e284873d75c,WallArt,,,"0\,0\,1","0\,-1\,0",0.029250839475172822,"99.03836\,99.03811\,2.3032074",true,0.012118,0.017797,0.002874,14.682475936041918,336.08813691223753,cuadro,*
wss.f4f812f240c02084e2cc5baed9fc2b2d,,,,,,,"11.000003\,30.0101\,8.500009",,,,,,,pet botle,"abilita,architect,botle,office,pet,tsaa"
wss.f4fb61c91cdf15761258d1e3fac5fa4,"Computer,Desktop,_Attributes",n3086983,"computer,computing machine,computing device,data processor,electronic computer,information processing system",,,0.03211693750790037,"22.75998\,51.8422\,56.26886",false,0.004665,0.065753,0.127621,,,computer,atx computer pc
wss.f4fb644d5c81e60e1a1485fc0329e88d,"Table,RoundTable",n4121648,"Round Table,King Arthur's Round Table","0\,0\,1","0\,-1\,0",0.05090447494556951,"99.92003\,86.22844\,98.482834",false,0.014613,0.03231,0.005911,12.25915609444074,145.69401354211857,small round table,"furnishings,furniture,round,small,table"
wss.f5024636f3514eb51d0662c550f8f994,,n3696785,"loudspeaker,speaker,speaker unit,loudspeaker system,speaker system",,,,"67.31\,45.10405\,30.48",,,,,,,mesa lone star  x   cabinet,
wss.f50603a59b5c2ac7650419cd627ce18b,"Stool,Barstool",n4334034,stool,,,0.026783107594370786,"46.929077\,108.69282\,46.92935",false,0.011175,0.035122,0.081554,12.7313890989525,83.98034121679208,s style diner soda fountain lunch counter stool,"bar,chair,chrome,counter,diner,diner stool,drug,drug store,fountain,ice cream,lunch,lunch counter,restaurant,rexall,seat,soda,soda fountain,soda stool,stainless,stool,store"
wss.f509d1cbbe3e5bc7e88c1d6fc3580355,PottedPlant,n17402,"plant,flora,plant life",,,0.018791037928462595,"68.84178\,96.70808\,70.19355",true,0.026938,0.162329,0.007421,44.6739792,250.77166060800002,waverly planter,"landscape,planter,plants,pot,waverly"
wss.f50d32a6083c8f146dab7044457400e6,"Couch,Loveseat",n3698800,"love seat,loveseat,tete-a-tete,vis-a-vis","0\,0\,1","1\,0\,0",0.02515537706823426,"181.11871\,85.847755\,98.10598",false,0.169385,0.945022,0.060066,268.3316143313232,2547.7930926785793,outdoor loveseat,"blue,brown,cushion,johnnyp,loveseat,outdoor,pillows,sofa,woven"
wss.f52b7c22746756bae8058cf23f6382c1,"ChestOfDrawers,Dresser",n3018908,"chest of drawers,chest,bureau,dresser",,,0.010723905306823598,"186.19057\,55.98383\,62.48574",true,0.069473,0.555211,0.068555,41.6838,253.27076879999998,dressoir  dresser,"closet,dresser,dressoir,furniture,huiskamer,kast,latest,livingroom,modern,new,recent"
wss.f5318a1e94c3be017b79156a61ad4c01,Stool,n4334034,stool,,,0.04544990044869841,"54.990723\,99.878296\,54.64441",false,0.008644,0.017864,0.008524,9.847886118241199,64.95982724634908,tabouret industry maisons du monde         prix    euros,"bois massif,casas del mundo,cocina,cuisine,de metal,heces,houses of the world,industria,industry,kitchen,maisons du monde,metal,solid wood,stool,tabouret"
wss.f53487bc11a996c59d250125442a89f4,,n3164306,"dais,podium,pulpit,rostrum,ambo,stump,soapbox",,,0.029090078709510844,"55.9984\,123.06989\,64.36179",,,,,,,cato     s podium,"book,cato,furniture,misc,podium,school,stand,teacher"
wss.f5369e2fda58a2ee759ddec7b892bfe,,n3898588,"part,portion",,,,"160.782\,272.8646\,273.77368",,,,,,,armored core part     yh   mayfly  head,"ac,armored core,formsoftware,game,head,mech,part,robot"
wss.f537de463d6bd67d423ffffa14d375e6,Rug,n4125115,"rug,carpet,carpeting",,,0.005313048124073143,"199.0659\,0.0\,199.0659",false,0.048689,0.048689,3.130706,87.64020000000001,601.211772,rainbow rug,"carpet,rainbow,rug"
wss.f54c1943fd08acc828ef4ccd0231e57b,Rug,n4125115,"rug,carpet,carpeting",,,0.029696448331151006,"249.6812\,2.3149214\,130.00688",false,0.127304,0.127304,3.263146,229.1472,1571.9497920000001,rug,"furniture,rug,warm"
wss.f54c2259963ccdb88284c10d63141993,"Lamp,TableLamp",,,,,0.009625237260260183,"49.25878\,42.220524\,49.258884",true,0.002246,0.021249,0.039335,4.82815647441236,47.81563770039448,lampara,lampara
wss.f559dc6d8083a761dc0dec45107520e9,,n15031356,"rubber,synthetic rubber",,,,"19.288355\,11.45174\,28.986992",,,,,,,rubber dog dumbell,"dog,dog toy,doggie,doggie toy,dumbbell,dumbell,rubber,toy"
wss.f55e8796c697cd8ac4df0c06133d675f,,,,,,,"92.0054\,491.06073\,129.50354",,,,,,,hypospray,"hypo,hypospray,jet injector,medicine,star trek,starfleet,starfleet medical,syringe"
wss.f55f1dfda29486864c398078775d260b,ChessBoard,n12131755,"chess,cheat,Bromus secalinus",,,,"45.72049\,11.643741\,45.72003",,,,,,,chess,*
wss.f563b39b846922f22ea98d69e91ba870,"Couch,_AttributesTrain",n4263630,"sofa,couch,lounge",,,0.03033746580830005,"208.57007\,84.31267\,100.36119",false,0.122787,0.267375,0.108329,194.51329178439752,1846.8924076554872,thos  moser vita   place sofa,*
wss.f56614ae067cfae82f8bc0d6e7c6775,Curtain,n3155743,"curtain,drape,drapery,mantle,pall",,,0.016821805891576936,"100.59375\,145.8227\,11.1015625",false,0.020978,0.032934,0.015834,37.5906800230446,111.35901584093526,cortina,"cortina,curtain,tecido"
wss.f56b182d8cd89803dc4f4fd3af459324,Curtain,n3155743,"curtain,drape,drapery,mantle,pall","0\,1\,0","0\,0\,1",0.014336894042039559,"131.89941\,118.23247\,11.112526",false,0.019195,0.032495,0.047146,34.3957051693365,101.89418958274156,window curtains,"architecture,cover,curtain,details,interior,window"
wss.f56b523871b9c2c9173a5ee5fec7004c,"Computer,Desktop,_StanfordSceneDBModels",,,,,0.05152204079736387,"33.4893\,9.898724\,33.641438",false,9.51E-4,0.011163,0.110405,,,mac mini g,"apple,computer,hardware,leopard,mac,macintosh,mini,pc,personal,tiger,windows"
wss.f56e461f5b1e8c5785a81e0d249341ee,"ChestOfDrawers,Dresser,_StanfordSceneDBModels",n3018908,"chest of drawers,chest,bureau,dresser",,,0.026608429638712714,"159.64975\,90.46866\,89.80347",true,0.091428,1.304166,1.453304,54.8568,333.30991680000005,dresser,dresser
wss.f572c1af79508f9b8c8235e81eabfb7c,"Refrigerator,_EvalSetInScenes,_EvalSetExclude,_Attributes",n3278824,"electric refrigerator,fridge",,,0.027383829729423652,"79.71132\,180.56213\,80.05203",true,0.096666,1.125818,0.623439,259.60706564702946,6600.671815396649,refrigerator,*
wss.f57907aee385b8407e71a60ea30bcf5,Ipod,n3775972,"miniskirt,mini","0\,0\,1","0\,-1\,0",0.06951724788105368,"13.90345\,24.439693\,3.572401",false,1.82E-4,0.001171,0.004739,,,ipod mini,"apple,ipod,ipod mini"
wss.f5800755a78fc83957be02cb1dc1e62,"Purse,_StanfordSceneDBModels,_AttributesTrain",n2777157,"bag,handbag,pocketbook,purse",,,0.042482909384941696,"42.438515\,39.661366\,7.6899595",true,,,,,,bag,*
wss.f5858c306849742038cec1c17de3e9d1,1Shelves,n4197095,shelf,"0\,0\,1","1\,0\,0",,"75.56\,16.999992\,35.559998",false,0.00385,0.007167,0.001603,,,eacute tag egrave re   shelf,*
wss.f585a1812b5fafb5f50cff184655d241,Headphones,n3510811,headset,,,0.024935877680543336,"16.753244\,18.183668\,14.310251",,,,,,,headset,*
wss.f58f80cc805ea6f482710b0fed3d331,_StanfordSceneDBModels,n4304888,stained-glass window,,,0.004734248876252975,"4.2608237\,51.129887\,48.289337",,,,,,,legend of zelda    bit style stained glass link,"glass,legend,legend of zelda,link,loz,nes,nintendo,of,stained,stained glass,stained glass window,window,zelda"
wss.f5918418bdd210206fad04e862126c2f,"_GeoAutotagEvalSet,Printer",n4011143,printer,,,0.029138132523134096,"50.205\,16.142527\,35.737923",false,0.002849,0.017658,0.153226,,,hp deskjet d,*
wss.f591c8fa9e4772204a5d7cf6ad38ad46,"Toy,PlushToy",n4469114,toy,,,,"17.095877\,18.13758\,11.587936",,,,,,,cachorrinho brinquedo,dog toy cachorrinho brinquedo
wss.f5a14cba17ad0c358542f96306060db4,"WallArt,Poster",n6806283,"poster,posting,placard,notice,bill,card","0\,0\,1","0\,-1\,0",0.015763240953655153,"84.16782\,96.11636\,1.1651967E-14",true,0.00607,0.00607,0.006315,7.354565846820798,168.34914928678674,serj tankian want     s you  poster,*
wss.f5b3b90b1a9629c9e3f7a74e12a274ef,"Stool,Barstool",,,"0\,0\,1","1\,0\,0",7.944797699168586E-4,"53.707466\,102.65492\,52.912354",false,0.007195,0.022224,0.003023,8.1970778135985,54.07056421072207,barstool,*
wss.f5b5a24adc6826ace41b639931f9ca1,"_StanfordSceneDBModels,MilkCarton,FoodItem",n7937600,chocolate milk,,,0.026929900973138556,"15.484693\,38.375107\,15.498158",,,,,,,cicipopo chocolate milk,starberry fruit chocolate candy dinnre food box doughnut dougnuts flour nice good sweet taste top cream creamed creamy brown brownies cereal breakfast coffee sugar package pakcage special dinner cookie cookies cook cooking coocking king burger mcdonalds katsup ketchup white chocolate dark pillow cicipopo products main course table chair made in china factory cici popo pop tarts toast beer soda drink alcohol martini stomac  blood energy drink  fish meat carbohidranti trash plastic kitchen citken chiken shop shelf fabricated orange banana fruit flavored apple cherry berry barry barrel chocolate chocollate late milk lapte cow farm
wss.f5b682cabede450d1191025061735ea3,"Table,RoundTable",n4611087,"worktable,work table","0\,0\,1","0\,-1\,0",0.03206286613909672,"113.909775\,34.10228\,113.9097",false,0.019779,0.028792,0.040231,16.593023225343423,197.1998832443416,holy day   round table,"coalesse,holy day,round,table"
wss.f5bda32cac4aee2ac06ba603c93305db,"Chair,OfficeChair,rankChairs",n3005231,chair,"0\,0\,1","0\,1\,0",0.007897507174844358,"71.74048\,88.80942\,68.42021",false,0.012651,0.038615,0.008424,14.985002292895802,149.18302864450644,chair office stool stuhl,"barhocker,bed,bett,bureau,cell,cellphone,chair,couch,fernseher,furniture,glas,glass,handy,hocker,kommode,mobel,moebel,phone,sessel,stool,stuhl,tisch,tish,tv,wohnzimmer"
wss.f5c41f256e06745a13417ec33fa0128e,Refrigerator,n3278824,"electric refrigerator,fridge",,,0.01906571280468846,"74.83295\,154.43227\,90.789215",true,0.087598,0.978207,0.634953,235.25396454336055,5981.479006942625,refrigerator   koelkast,"bosch,frigo,koelkast,koelkasten,refrigerateur,refrigerator,refrigerators"
wss.f5c685fad75ec9132f81cb887dc35578,ComputerMouse,n3799022,"mouse,computer mouse","0\,0\,1","0\,1\,0",0.01059076809066334,"8.803898\,1.7649176\,24.64196",true,1.1E-5,2.0E-5,2.56E-4,,,mouse,
wss.f5ce7271c995206d40eee76592e4bb9f,,n3211629,dish,,,,"75.375015\,14.605\,75.37521",,,,,,,dish,*
wss.f5dc5957a6b9712835836c728d324152,Couch,n4263630,"sofa,couch,lounge",,,0.021468275891096046,"202.85088\,74.37835\,118.32886",false,0.174196,0.979764,0.127082,275.95297039324123,2620.157425818329,kare   studio divani sofa grandezza,"design,kare,lifestyle,living,living room,lounge,stylisches sofa,trendy,wohnen"
wss.f5e32baa3a07578ed201cac93caf7d25,"Chair,OfficeChair",n4380791,swivel chair,"0\,0\,1","0\,-1\,0",1.1387711270115316E-4,"51.89264\,107.53644\,58.72412",false,0.010724,0.033254,0.007693,12.702487122679198,126.4594734948768,green swivel office chair on wheels,*
wss.f5e751f8418b9afbd3a8e52c497d2a3d,"Bed,KingBed",n2821967,bed,"0\,0\,1","-1\,0\,0",0.025638633077701187,"217.8594\,146.9391\,237.03557",false,0.4244,2.52963,0.037722,257.36051264639997,2295.5676297606524,king size low profile bed,"bed,king size,low profile"
wss.f5f8fe12a1afe7bc98d5fc0473d00a1c,"Bed,PosterBed",n2821967,bed,,,0.024539847608731402,"242.06573\,226.07579\,220.2893",false,0.573982,2.439984,0.411286,348.068571559392,3104.65244878718,kare       cabana sky bed    x     cabana himmelbett    x,"bedroom,design,himmelbett,kare,lifestyle,living,romantik,schlafzimmer,skybed,trendy,wohnen"
wss.f5fc954736b06be15fd06491ae919ea3,"Computer,Laptop",n3648120,"laptop,laptop computer",,,0.03240339095295323,"42.12442\,30.59959\,37.299866",false,0.001698,0.004248,0.119222,,,black macbook,"apple,black,computer,ibook,laptop,mac,macbook,macintosh,notebook,powerbook"
wss.f60437e78578a6a33d1f5c33e71065d3,Knife,n3628765,knife,"0\,1\,0","0\,0\,-1",3.1217867334860515E-4,"2.3569498\,10.132578\,39.7263",false,1.53E-4,3.35E-4,2.9E-5,,,knife,"finland,google sketchup,hunt,jakt,knife,kniv,knivblad,lolo,puukko,suomi,ytteresse"
wss.f60960ae4dc8e293c8ce22a41ea48e48,"Table,AccentTable",n4386330,table,"0\,0\,1","-1\,0\,0",0.02528504687559643,"91.02616\,106.95129\,60.684082",false,0.030947,0.095883,0.025832,25.962095644608063,308.54668015383174,cigar humidor table usmc edition,
wss.f60f02530367ee619becd9fb238a7a6f,,n4197095,shelf,"0\,0\,1","1\,0\,0",,"62.992\,20.828\,22.86",false,0.005337,0.024104,0.1457,,,liquor bottle shelf,"bottle,liquor,shelf"
wss.f612519bd51699c2ffc7c3dbc2a86ed3,"WallClock,Clock",n3050242,clock,"0\,0\,1","1\,0\,0",0.02785813977913063,"65.80649\,65.80679\,3.729035",true,0.003857,0.01389,0.003172,,,modern clock,clock
wss.f61465baa4c1c36de6089046407cf8f2,"Bookcase,2Shelves",n2874241,bookcase,,,0.027008382784578264,"113.43521\,97.23018\,35.1109",true,0.044667,0.083705,0.402111,33.32451100100472,372.89991601308805,general store cubbies,"ana white,bookshelf,build,cubby,dimensional,dining room,furniture,general store,mitchell,plans,pottery barn"
wss.f619501cf26b4d533b7f931c53ba66d8,"Table,CoffeeTable,RoundTable",n4386330,table,"0\,0\,1","0\,-1\,0",0.02285776543184875,"111.56465\,47.274204\,111.56464",false,0.022831,0.057513,0.048164,19.153410852814382,227.62882523644078,jade and glass center table,"art,center table,coffee table,glass,green,jade,modern,simple,table"
wss.f61a766cd84d46a5e88c1d6fc3580355,PottedPlant,n17402,"plant,flora,plant life",,,0.01692761726003356,"73.51444\,90.50351\,73.51437",true,0.020282,0.111938,0.248266,33.6356688,188.80951891200002,dumor planter,"dumor,landscape,plant,planter,pot"
wss.f621e2ad900ad48535836c728d324152,"Table,AccentTable",n3097339,"console table,console",,,0.019554895831270992,"128.3298\,65.439674\,51.53711",,,,,,,kare       console vecchio black  konsole vecchio black,"barock,baroque,bedroom,cosole,design,flur,hall,kare,konsole,lifestyle,living room,romantik,schlafzimmer,trendy,wohnen"
wss.f62315610759fc43226bd8f2c3d7bd55,PianoKeyboard,n3935052,"piano keyboard,fingerboard,clavier","0\,0\,1","1\,0\,0",0.0012009474512017645,"115.190704\,7.355803\,47.994423",false,0.013315,0.02788,0.548767,,,yamaha psr     keyboard,"electronics,keyboard,music,piano,yamaha"
wss.f627bb9a12291baebe08e9f0af9909f9,,n2926513,burner,,,,"179.86095\,129.32431\,73.9079",,,,,,,kfru   vss   kitchenaid outdoor    in  width      k total btus  even heat trade  system,"cooking,freestanding,gas,grill,inch,kitchenaid,kitchenaid outdoor,outdoor,outdoor cooking,outdoor products,superba"
wss.f6359231825d13d9795b7c977db0d889,"Books,_StanfordSceneDBModels",n6422547,book,,,0.01041406264205904,"51.17334\,29.110222\,34.78744",false,0.004685,0.034389,0.17115,,,books   livres   b uuml cher,"balzac,blatt papier,books,bouquins,chambre,collection,comptte,couverture,couvertures,histoires,instruction,lire,livres,page,pages,papier,raum,roald dahl,room,sheet of paper"
wss.f6420a3a3addd027f67be63aca8832dd,"Chair,Recliner",n3005231,chair,"0\,0\,1","0\,-1\,0",0.027261541066304826,"100.15625\,99.41062\,108.64258",,,,,,,chair,"chair,furniture,lazy boy,leather,living,living room,lounge,office"
wss.f645a78ce2bd743ed0c05eb40b42c942,Couch,n4263630,"sofa,couch,lounge","0\,0\,1","-1\,0\,0",0.02656994008751374,"218.10147\,85.50552\,76.2536",false,0.093479,0.26861,0.00871,148.084960156317,1406.0580955249927,modern couch,"couch,design,furniture,minimal,minimalist,modern"
wss.f65145860a4cecaa37b5646da91e9ed0,Gun,n3706725,machine gun,"0\,0\,1","1\,0\,0",0.00322459809630205,"54.76341\,90.52866\,99.43081",false,0.006621,0.012646,0.001086,,,tripod mounted    calibre machine gun,"bullet,machine gun,trigger,tripod"
wss.f653f39d443ac6af15c0ed29be4328d5,Couch,n4263630,"sofa,couch,lounge","0\,0\,1","0\,1\,0",0.019798422838641666,"222.69305\,69.08211\,79.485916",false,0.162818,0.765645,0.017556,257.92848706908734,2449.0160035643107,living room couch,"couch,furniture,home,living room,residence,seating"
wss.f65516ba218baad9a413908c0e169330,Cabinet,n2936496,cabinet,,,0.14913550184927668,"38.772247\,164.18634\,67.24013",true,0.068865,0.16402,0.007733,46.2940218762021,457.735337123786,traditional cupboard,"cupboard,furniture,organization,space,storage,wooden"
wss.f661027303a78d4ef63dcbd6f1db190b,"Chair,OfficeChair",n3005231,chair,"0\,0\,1","0\,1\,0",0.022380272052425286,"60.360935\,98.00097\,66.79146",false,0.014592,0.047578,0.007445,17.284100344473604,172.07167449060455,office chair,"black,chair,leather,office,wheels"
wss.f684c8d930debce777381f992c140ec7,,n10807146,"woman,adult female",,,,"73.160385\,168.39006\,1.417565E-13",,,,,,,d woman walking in a sweater,"figure,human,people,person,walking,woman"
wss.f691b5f968659164b0bedddd87f1c9f3,,n3101611,"control,controller",,,,"15.214752\,8.803741\,17.779999",,,,,,,dvd fan controller with holder,"cage,controller,cruising,dvd,fan,gone,halo,holder,rack"
wss.f693bb3178c80d7f1783a44a88d6274,Couch,n4263630,"sofa,couch,lounge",,,0.028081301859657164,"214.82196\,88.24549\,82.13781",false,0.186924,0.570855,0.018027,296.1160591390516,2811.6047823352174,new century lounge  ps,"couch,furniture,lounge,moser,sofa,thos"
wss.f69510412f10e9ed322ed2ef5fc90e25,"Lamp,WallLamp",n4155768,sconce,"0\,0\,1","-1\,0\,0",0.059747477172037704,"42.131245\,90.37565\,36.08628",true,0.003871,0.0279,2.99E-4,8.32136852735986,82.41065607222932,antique lighting sconce,"antique,double e,light,old,sconce,vintage"
wss.f6988e6ca8ed9261492d9da2668ec34c,"Chair,OfficeChair",n3005231,chair,"0\,0\,1","1\,0\,0",0.001887521905388028,"62.2382\,101.19627\,60.00413",false,0.012443,0.035469,0.00525,14.7386280555294,146.7302525826886,haworth improv h e  stool m e,"desk chair,guest chair,haworth,improve,office chair"
wss.f6a04708b6f1539863862b05b9038dcc,"Computer,Desktop,_StanfordSceneDBModels,_OIMwhitelist",n3184677,desktop computer,,,0.0020868683247462034,"20.39914\,41.68511\,52.514587",,0.00320502,0.0413707,0.102811,,,cpu,*
wss.f6a08ec163a037c310b3ff08c68acccf,TV,n4413042,"television receiver,television,television set,tv,tv set,idiot box,boob tube,telly,goggle box","0\,0\,1","1\,0\,0",0.020201791561903756,"88.283455\,61.63931\,23.860378",false,0.009324,0.045405,0.089147,23.12668067637312,156.55545325187106,flat screen tv on stand,"bravia,flat screen,flatscreen,kdl,monitor,sony,stand,tv"
wss.f6a7a28d3ac655f51f373aa160c3b731,Credenza,n3134404,"credenza,credence",,,0.02052383859598396,"36.361057\,60.60197\,169.80542",,,,,,,credenza,"console,credenza"
wss.f6b142ebc970e1c2e39ed62a992014dd,,n2764397,"automaton,robot,golem",,,,"896.70044\,1448.8794\,345.59897",,,,,,,bender,"bender,cartoon,futurama,robot"
wss.f6b32f4350586d11512e3a7413d5083f,"_StanfordSceneDBModels,_SceneGalleryModels",n7946794,punch,,,0.02509131823528647,"28.32013\,4.21632\,6.4210196",,,,,,,three hole punch,"paper punch,punch,three hole paper"
wss.f6b3c94e80eb5c4caba01f0400bf9a2c,"MediaDiscs,_StanfordSceneDBModels",n4541241,"videodisk,videodisc,DVD",,,0.04182090630332903,"19.757912\,0.074092016\,19.757912",,,,,,,dvd,"cd,disc,dvd,gb,traxdata"
wss.f6b4f01d4c9c09e6af1fe3c052ed3a8c,"_StanfordSceneDBModels,CellPhone,_AttributesTrain",n2995984,"cellular telephone,cellular phone,cellphone,cell,mobile phone","0\,1\,0","0\,0\,1",6.170439076750863E-4,"10.688952\,25.750599\,3.1580982",false,1.6E-4,8.21E-4,0.021648,,,nokia,"cell phone,communication,mobile,nokia,phone,telephone"
wss.f6b8be6f6129a8c91344542c50272ad1,,n3136225,"crib,cot",,,,"60.9727\,44.302452\,37.14496",,,,,,,dolls cot,"designed by stephen giles,dolls cot,perth,western australia"
wss.f6bcb75ed0132a2bd99fe055da4bc66c,"Chair,Recliner,rankChairs",n3005231,chair,"0\,0\,1","1\,0\,0",0.005229681087338207,"120.80574\,78.314476\,104.98584",false,0.05197,0.438207,1.043601,61.55802459582601,612.8402496763101,chair,chair
wss.f6bcbb0d1ed37cc7dfd69596ee59ee02,"Cabinet,Sideboard",n2915411,"buffet,counter,sideboard","0\,0\,1","1\,0\,0",0.01761659721697695,"128.60117\,117.59079\,30.829046",true,0.073561,0.263921,0.002624,49.450875527993944,488.9489455334759,danish sideboard,"cabinet,danish,furniture,hutch,sideboard,teak"
wss.f6bf240f10c53e03ada8db96f6d95a3,,n4121813,router,,,,"161.16995\,29.640022\,81.84895",,,,,,,adsl router d   r,ice
wss.f6c0d095a49f5880fe1a61f05bc63860,"Bookcase,3Shelves",n2874241,bookcase,,,0.017640887457010982,"125.01445\,133.34853\,27.780869",true,0.056368,0.430187,0.354573,42.05422428425088,470.585050839003,bookshelf ikea   besta,"besta,bookshelf,credenza,ikea,libreria,mobile con ante"
wss.f6de2a85da0e89b53f222a37719e9945,"_StanfordSceneDBModels,PillBottle",n3943819,pill bottle,,,0.06241454517828284,"9.362183\,19.21201\,9.752289",true,,,,,,medicine bottle,"medicine,medicine bottle"
wss.f6e6117261dca163713c042b393cc65b,"Fruit,Banana,FoodItem",n12372804,"banana,banana tree",,,0.024392693120963496,"4.6369777\,5.757968\,27.079062",,,,,,,banana,"banana,fruit,yellow"
wss.f6ec52a2fbf2e3f36eed0972e3bb90f3,,n4529463,vase,,,,"1188.72\,878.525\,1188.7202",,,,,,,an illusion,"face,illusion,rubin,tableware"
wss.f6ef87c28c31be768ba2126777cb0179,"WallArt,Poster,_StanfordSceneDBModels,_SceneGalleryModels,_OIMwhitelist",n6806283,"poster,posting,placard,notice,bill,card","0\,0\,1","0\,-1\,0",0.025786395402455854,"94.49089\,75.59284\,5.157279",true,0.00953,0.022324,0.048828,11.5467895420432,264.31093784235225,star wars women of the clone wars poster,"aayla secura,assaj ventress,barriss offee,bluexwingpilot,jedi,luminara unduli,padme amidala,poster,posters clone wars,shaak ti,sith,star wars"
wss.f6f5fa7760fde38114aa582256ea1399,Couch,n4263630,"sofa,couch,lounge",,,0.02270454618600041,"214.36543\,87.487656\,84.16607",false,0.187186,0.886873,0.078532,296.53110700606936,2815.5456377254923,ikea  sofa  tylosand,"couch,furniture,ikea,sofa,tylosand"
wss.f6ff3b66e6b33aac4a71cad339b19319,"Chair,OfficeChair",n3005231,chair,"0\,0\,1","-1\,0\,0",0.02731703740380896,"58.75261\,100.0184\,65.18845",false,0.01138,0.026128,0.006838,13.479513563604,134.19515184368692,office chair,"chair,desk,office,officechair"
wss.f7077b454caf3a76eee40229e2e3ae1e,,n4453655,"toilet,can,commode,crapper,pot,potty,stool,throne",,,,"114.50391\,248.90373\,121.920044",,,,,,,portable toilet,"porta john,porta potty,portable toilet,portaloo"
wss.f7080c0378527c3a3ae1361afc45ac52,_StanfordSceneDBModels,n6422547,book,,,0.026309099877978154,"88.312546\,42.465252\,52.667",,,,,,,bavarian books,"bavarian,bavarians,book,books,read"
wss.f71bcd0e53b0d4f22ea98d69e91ba870,ChestOfDrawers,n3018908,"chest of drawers,chest,bureau,dresser",,,0.019631073176823936,"70.55173\,148.12234\,41.225254",true,,,,,,thos  moser tall chest with doors,*
wss.f7280f3830afe980c314c92e42b626ad,"Cabinet,Sideboard",n2915411,"buffet,counter,sideboard",,,0.021066971898008668,"161.73471\,63.034943\,34.42038",true,0.074083,0.261401,0.016924,49.80178643221782,492.4186013234798,ikea bonde sideboard,"cabinet,furniture,ikea"
wss.f7281caf8ed6d597b50d0c6a0c254040,"Chair,Recliner,_StanfordSceneDBModels",n3267635,"easy chair,lounge chair,overstuffed chair","0\,0\,1","1\,0\,0",0.00728884123362663,"115.84154\,58.619186\,92.44299",,,,,,,chair,"chair,furniture,home furnishings,lazyboy chair,lounge chair,reclining chair"
